order_id,order_date,customer_id,customer_age,customer_gender,region,acquisition_channel,product_category,unit_price_vnd,quantity,discount_pct,gross_revenue_vnd,net_revenue_vnd,unit_cost_vnd,profit_vnd,payment_method,device,delivery_days,customer_satisfaction,is_returned
5001,2025-10-11,1483,42.0,Nữ,Hà Nội,Email,Thời trang,101000,8,0.005,808000,804048,61127,315032,Chuyển khoản,Desktop,8.0,3.0,0
5002,2025-10-11,2477,18.0,Nam,TP.HCM,Organic,Thực phẩm,106000,1,0.061,106000,99557,70090,29467,Ví điện tử,Tablet,,4.0,0
5003,2025-10-11,2793,48.0,Nữ,TP.HCM,Facebook Ads,Thời trang,152000,5,0.116,760000,671625,83191,255670,Thẻ tín dụng,Mobile,3.0,5.0,0
5004,2025-10-11,248,23.0,Nữ,Cần Thơ,Google Ads,Điện tử,413000,2,0.177,826000,679670,303286,73098,Ví điện tử,Desktop,3.0,4.0,0
5005,2025-10-11,409,22.0,Nam,TP.HCM,Google Ads,Gia dụng,206000,2,0.196,412000,331396,126994,77408,Chuyển khoản,Mobile,2.0,4.0,0
5006,2025-10-12,371,42.0,Nam,Hà Nội,Facebook Ads,Thời trang,145000,4,0.122,580000,509033,75509,206997,Thẻ tín dụng,Tablet,5.0,4.0,0
5007,2025-10-12,759,28.0,Nữ,Hà Nội,Organic,Thời trang,111000,2,0.059,222000,208943,61298,86347,COD,Desktop,1.0,4.0,0
5008,2025-10-12,2747,22.0,Nam,TP.HCM,Organic,Mỹ phẩm,127000,5,0.052,635000,601927,55959,322132,COD,Mobile,1.0,4.0,0
5009,2025-10-12,1371,26.0,Nam,TP.HCM,Facebook Ads,Thời trang,152000,30,0.117,4560000,4026524,93860,1210724,COD,Tablet,5.0,4.0,0
5010,2025-10-12,301,34.0,Nam,TP.HCM,Organic,Thời trang,126000,5,0.052,630000,597402,62580,284502,COD,Desktop,1.0,5.0,0
5011,2025-10-12,2182,41.0,Nam,TP.HCM,Organic,Gia dụng,182000,7,0.072,1274000,1182416,114201,383009,COD,Tablet,2.0,4.0,0
5012,2025-10-12,804,28.0,Nữ,TP.HCM,Referral,Thời trang,158000,5,0.074,790000,731787,82547,319052,Thẻ tín dụng,Mobile,2.0,5.0,0
5013,2025-10-12,215,57.0,Nam,Đà Nẵng,Google Ads,Gia dụng,363000,3,0.123,1089000,954848,222856,286280,COD,Mobile,1.0,5.0,0
5014,2025-10-12,2939,46.0,Nữ,Hà Nội,Google Ads,Thực phẩm,113000,2,0.191,226000,182804,79751,23302,COD,Desktop,2.0,4.0,0
5015,2025-10-12,1137,44.0,Nữ,TP.HCM,Google Ads,Thời trang,99000,2,0.148,198000,168600,58141,52318,Ví điện tử,Mobile,1.0,4.0,0
5016,2025-10-12,1474,36.0,Nữ,Hà Nội,Facebook Ads,Mỹ phẩm,230000,5,0.148,1150000,980013,102508,467473,Ví điện tử,Mobile,2.0,5.0,0
5017,2025-10-13,250,37.0,Nam,Hà Nội,Organic,Thời trang,188000,5,0.115,940000,832004,102730,318354,Chuyển khoản,Mobile,1.0,4.0,0
5018,2025-10-13,1559,33.0,Nam,Hà Nội,Facebook Ads,Điện tử,413000,2,0.046,826000,787618,303060,181498,Ví điện tử,Tablet,1.0,4.0,0
5019,2025-10-13,1288,36.0,Nam,Hà Nội,Email,Điện tử,490000,2,0.057,980000,923799,347482,228835,Thẻ tín dụng,Mobile,2.0,4.0,0
5020,2025-10-13,2405,27.0,Nữ,TP.HCM,Email,Điện tử,130000,4,0.039,520000,499832,94656,121208,Thẻ tín dụng,Mobile,2.0,5.0,0
5021,2025-10-13,105,43.0,Nam,Đà Nẵng,Facebook Ads,Thực phẩm,141000,6,0.013,846000,835400,99340,239360,Ví điện tử,Mobile,2.0,4.0,0
5022,2025-10-13,800,26.0,Nam,Đà Nẵng,Facebook Ads,Điện tử,199000,7,0.168,1393000,1159325,150943,102724,Thẻ tín dụng,Mobile,1.0,,0
5023,2025-10-13,2418,39.0,Nữ,Cần Thơ,Organic,Mỹ phẩm,152000,3,0.064,456000,426960,70510,215430,Thẻ tín dụng,Desktop,6.0,4.0,0
5024,2025-10-14,3231,32.0,Nữ,Hà Nội,Facebook Ads,Gia dụng,236000,6,0.106,1416000,1265903,137470,441083,Thẻ tín dụng,Desktop,7.0,,0
5025,2025-10-14,2273,35.0,Nữ,Hà Nội,Facebook Ads,Điện tử,502000,7,0.236,3514000,2685918,387408,-25938,Thẻ tín dụng,Desktop,2.0,4.0,0
5026,2025-10-14,761,42.0,Nam,TP.HCM,Email,Gia dụng,272000,5,0.183,1360000,1111292,152322,349682,Thẻ tín dụng,Mobile,4.0,5.0,0
5027,2025-10-14,2126,31.0,Nam,Hà Nội,Facebook Ads,Gia dụng,276000,3,0.209,828000,655298,177574,122576,COD,Mobile,2.0,5.0,0
5028,2025-10-15,3223,18.0,Nam,Hà Nội,Facebook Ads,Thời trang,130000,1,0.12,130000,114456,73999,40457,Thẻ tín dụng,Mobile,2.0,5.0,0
5029,2025-10-15,290,25.0,Nam,Hà Nội,Organic,Thực phẩm,121000,2,0.158,242000,203694,76943,49808,Chuyển khoản,Mobile,1.0,5.0,0
5030,2025-10-15,529,18.0,Nữ,Hà Nội,Organic,Gia dụng,419000,2,0.176,838000,690769,265521,159727,Chuyển khoản,Mobile,7.0,3.0,0
5031,2025-10-15,1585,38.0,Nam,TP.HCM,Organic,Sách,111000,1,0.077,111000,102469,76738,25731,Ví điện tử,Desktop,2.0,5.0,0
5032,2025-10-15,2649,39.0,Nam,Hà Nội,Organic,Mỹ phẩm,127000,3,0.142,381000,326947,58529,151360,COD,Mobile,0.0,4.0,0
5033,2025-10-16,1764,29.0,Nam,TP.HCM,Facebook Ads,Thời trang,129000,5,0.061,645000,605337,69673,256972,Thẻ tín dụng,Mobile,6.0,3.0,0
5034,2025-10-16,2613,29.0,Nữ,TP.HCM,Facebook Ads,Sách,72000,4,0.14,288000,247605,49301,50401,COD,Mobile,5.0,4.0,0
5035,2025-10-16,256,40.0,Nam,Hà Nội,Referral,Điện tử,507000,2,0.063,1014000,950473,363403,223667,COD,Desktop,1.0,5.0,0
5036,2025-10-16,3156,46.0,Nữ,TP.HCM,Organic,Điện tử,248000,2,0.05,496000,471378,183499,104380,COD,Mobile,2.0,4.0,0
5037,2025-10-16,1495,33.0,Nữ,Hà Nội,Google Ads,Sách,79000,2,0.189,158000,128104,48994,30116,COD,Mobile,2.0,5.0,0
5038,2025-10-16,1943,53.0,Nam,Cần Thơ,Organic,Thời trang,176000,1,0.194,176000,141833,99723,42110,COD,Mobile,3.0,5.0,0
5039,2025-10-16,1216,45.0,Nữ,Đà Nẵng,Referral,Thời trang,137000,3,0.042,411000,393836,79970,153926,COD,Mobile,3.0,5.0,0
5040,2025-10-16,1768,34.0,Nam,Hải Phòng,Google Ads,Điện tử,226000,6,0.035,1356000,1308954,155917,373452,COD,Mobile,1.0,,0
5041,2025-10-16,93,46.0,Nữ,TP.HCM,Facebook Ads,Mỹ phẩm,173000,12,0.068,2076000,1934710,78457,993226,COD,Mobile,2.0,5.0,0
5042,2025-10-16,2249,32.0,Nam,TP.HCM,Organic,Gia dụng,114000,3,0.041,342000,327939,63732,136743,Ví điện tử,Desktop,7.0,3.0,0
5043,2025-10-16,2144,33.0,Nam,Hà Nội,Google Ads,Gia dụng,474000,4,0.042,1896000,1815480,278550,701280,Thẻ tín dụng,Mobile,1.0,5.0,0
5044,2025-10-16,3002,29.0,Nữ,Hà Nội,Organic,Thời trang,129000,1,0.067,129000,120313,73769,46544,Chuyển khoản,Mobile,3.0,5.0,0
5045,2025-10-16,2997,45.0,Nam,TP.HCM,Google Ads,Thực phẩm,121000,6,0.036,726000,700170,90661,156204,COD,Mobile,1.0,4.0,0
5046,2025-10-16,1738,33.0,Nữ,TP.HCM,Facebook Ads,Điện tử,330000,1,0.182,330000,269911,241556,28355,Ví điện tử,Mobile,4.0,4.0,0
5047,2025-10-17,1179,41.0,Nam,Hải Phòng,Facebook Ads,Thời trang,187000,3,0.055,561000,529890,102174,223368,COD,Mobile,7.0,3.0,0
5048,2025-10-17,1578,46.0,Nữ,TP.HCM,Referral,Điện tử,263000,3,0.185,789000,643360,200639,41443,Ví điện tử,Mobile,1.0,4.0,0
5049,2025-10-17,1761,37.0,Nữ,Cần Thơ,Facebook Ads,Gia dụng,256000,3,0.071,768000,713335,148517,267784,Ví điện tử,Desktop,1.0,3.0,0
5050,2025-10-17,614,20.0,Nữ,Hà Nội,Organic,Thời trang,109000,6,0.131,654000,568469,64538,181241,Chuyển khoản,Desktop,5.0,4.0,0
5051,2025-10-17,208,45.0,Nữ,TP.HCM,Facebook Ads,Gia dụng,260000,4,0.121,1040000,914328,150793,311156,Ví điện tử,Desktop,1.0,5.0,0
5052,2025-10-17,2353,47.0,Nữ,Hà Nội,Referral,Gia dụng,218000,1,0.073,218000,202154,131879,70275,Thẻ tín dụng,Mobile,4.0,4.0,0
5053,2025-10-17,453,39.0,Nữ,Hà Nội,Referral,Thời trang,171000,5,0.043,855000,818456,97281,332051,Ví điện tử,Desktop,1.0,5.0,0
5054,2025-10-17,845,32.0,Nam,Đà Nẵng,Organic,Gia dụng,332000,2,0.135,664000,574563,193917,186729,COD,Mobile,1.0,3.0,0
5055,2025-10-17,923,30.0,Nam,Hà Nội,Email,Mỹ phẩm,148000,3,0.053,444000,420421,64266,227623,Chuyển khoản,Mobile,1.0,5.0,0
5056,2025-10-17,1592,50.0,Nữ,Đà Nẵng,Facebook Ads,Gia dụng,194000,3,0.073,582000,539644,117552,186988,COD,Desktop,3.0,,1
5057,2025-10-18,793,18.0,Nam,Hà Nội,Organic,Thời trang,135000,4,0.018,540000,530264,67324,260968,Ví điện tử,Tablet,4.0,4.0,0
5058,2025-10-18,1972,35.0,Nam,Đà Nẵng,Facebook Ads,Thực phẩm,166000,4,0.071,664000,616999,122110,128559,Ví điện tử,Mobile,1.0,5.0,0
5059,2025-10-18,2584,29.0,Nam,Hà Nội,Referral,Thực phẩm,106000,4,0.092,424000,384803,76029,80687,Ví điện tử,Mobile,3.0,4.0,0
5060,2025-10-18,225,30.0,Nữ,TP.HCM,Organic,Mỹ phẩm,216000,4,0.044,864000,825844,103297,412656,Thẻ tín dụng,Desktop,3.0,4.0,0
5061,2025-10-18,3033,44.0,Nam,TP.HCM,Referral,Gia dụng,298000,3,0.078,894000,824037,167632,321141,Ví điện tử,Tablet,4.0,3.0,0
5062,2025-10-19,951,42.0,Nữ,Cần Thơ,Organic,Gia dụng,252000,4,0.099,1008000,908533,156883,281001,Ví điện tử,Mobile,3.0,4.0,0
5063,2025-10-19,3032,19.0,Nam,Hải Phòng,Facebook Ads,Điện tử,313000,4,0.072,1252000,1162309,226381,256785,COD,Desktop,2.0,4.0,0
5064,2025-10-19,1391,31.0,Nam,Hà Nội,Facebook Ads,Gia dụng,236000,6,0.2,1416000,1132852,137618,307144,Thẻ tín dụng,Desktop,5.0,,0
5065,2025-10-19,1819,31.0,Nam,Hà Nội,Facebook Ads,Điện tử,305000,5,0.027,1525000,1483952,205891,454497,Ví điện tử,Mobile,1.0,4.0,0
5066,2025-10-19,1196,39.0,Nam,Hải Phòng,Google Ads,Mỹ phẩm,304000,4,0.181,1216000,995360,138305,442140,Ví điện tử,Desktop,5.0,4.0,0
5067,2025-10-19,1481,,Nữ,Đà Nẵng,Facebook Ads,Thời trang,149000,3,0.082,447000,410236,80353,169177,COD,Mobile,5.0,3.0,0
5068,2025-10-19,1738,33.0,Nữ,TP.HCM,Referral,Thời trang,130000,3,0.063,390000,365497,72163,149008,Thẻ tín dụng,Mobile,1.0,3.0,0
5069,2025-10-19,939,53.0,Nam,Hà Nội,Referral,Thời trang,141000,6,0.036,846000,815305,73377,375043,COD,Desktop,3.0,4.0,0
5070,2025-10-19,1934,25.0,Nữ,TP.HCM,Email,Sách,68000,2,0.076,136000,125631,44917,35797,COD,Mobile,5.0,3.0,0
5071,2025-10-20,2920,31.0,Nam,TP.HCM,Google Ads,Điện tử,280000,2,0.099,560000,504565,209640,85285,Chuyển khoản,Mobile,3.0,3.0,0
5072,2025-10-20,2621,35.0,Nữ,Hải Phòng,Facebook Ads,Thời trang,182000,6,0.075,1092000,1009655,95787,434933,COD,Desktop,6.0,4.0,1
5073,2025-10-20,449,34.0,Nam,TP.HCM,Email,Mỹ phẩm,178000,6,0.083,1068000,979739,79772,501107,Ví điện tử,Mobile,2.0,5.0,0
5074,2025-10-20,151,31.0,Nữ,TP.HCM,Facebook Ads,Thời trang,163000,3,0.025,489000,476737,89628,207853,Ví điện tử,Mobile,5.0,4.0,0
5075,2025-10-20,211,22.0,Nam,TP.HCM,Referral,Thời trang,154000,3,0.045,462000,441172,80137,200761,COD,Mobile,2.0,4.0,0
5076,2025-10-20,1980,38.0,Nữ,Hà Nội,Facebook Ads,Sách,141000,2,0.046,282000,269168,86442,96284,COD,Desktop,5.0,5.0,0
5077,2025-10-20,1363,39.0,Nam,TP.HCM,Organic,Điện tử,444000,3,0.16,1332000,1118817,326628,138933,Thẻ tín dụng,Mobile,2.0,5.0,0
5078,2025-10-20,1320,53.0,Nữ,Cần Thơ,Email,Điện tử,352000,4,0.16,1408000,1182611,247202,193803,COD,Mobile,1.0,3.0,0
5079,2025-10-20,2884,31.0,Nữ,TP.HCM,Facebook Ads,Điện tử,192000,5,0.19,960000,778024,136458,95734,Ví điện tử,Mobile,3.0,,0
5080,2025-10-20,3036,43.0,Nữ,Hà Nội,Organic,Gia dụng,454000,3,0.146,1362000,1163741,263517,373190,Ví điện tử,Desktop,3.0,4.0,0
5081,2025-10-20,1443,41.0,Nữ,Đà Nẵng,Organic,Điện tử,423000,4,0.066,1692000,1580059,316641,313495,Thẻ tín dụng,Mobile,0.0,,0
5082,2025-10-21,2336,24.0,Nữ,TP.HCM,Google Ads,Mỹ phẩm,246000,5,0.195,1230000,989821,111512,432261,Thẻ tín dụng,Desktop,4.0,4.0,0
5083,2025-10-21,2298,43.0,Nam,Hải Phòng,Organic,Thời trang,145000,2,0.076,290000,268044,81358,105328,Thẻ tín dụng,Mobile,2.0,4.0,0
5084,2025-10-21,2415,35.0,Nữ,TP.HCM,Referral,Mỹ phẩm,272000,4,0.121,1088000,956496,107542,526328,Chuyển khoản,Desktop,1.0,4.0,0
5085,2025-10-21,2498,45.0,Nữ,Hà Nội,Email,Điện tử,457000,1,0.071,457000,424766,332998,91768,COD,Mobile,,5.0,0
5086,2025-10-21,439,28.0,Nữ,Đà Nẵng,Facebook Ads,Mỹ phẩm,210000,3,0.104,630000,564691,97926,270913,Chuyển khoản,Desktop,3.0,4.0,0
5087,2025-10-21,815,39.0,Nữ,Hà Nội,Facebook Ads,Sách,83000,4,0.127,332000,289738,57072,61450,Thẻ tín dụng,Mobile,8.0,,0
5088,2025-10-21,985,34.0,Nữ,Hà Nội,Email,Sách,90000,6,0.066,540000,504615,55498,171627,Chuyển khoản,Desktop,2.0,5.0,0
5089,2025-10-22,743,18.0,Nữ,Hà Nội,Google Ads,Mỹ phẩm,130000,4,0.08,520000,478420,54430,260700,Chuyển khoản,Mobile,2.0,4.0,0
5090,2025-10-22,1851,43.0,Nam,Đà Nẵng,Referral,Mỹ phẩm,148000,3,0.068,444000,413843,67952,209987,COD,Desktop,,5.0,0
5091,2025-10-22,1711,30.0,Nữ,TP.HCM,Organic,Mỹ phẩm,227000,3,0.113,681000,603823,100932,301027,Ví điện tử,Desktop,3.0,4.0,0
5092,2025-10-22,1061,29.0,Nam,Hà Nội,Organic,Điện tử,367000,2,0.092,734000,666205,265397,135411,Ví điện tử,Tablet,1.0,4.0,0
5093,2025-10-22,1217,18.0,Nữ,TP.HCM,Organic,Thời trang,180000,4,0.065,720000,673539,100703,270727,Thẻ tín dụng,Desktop,5.0,5.0,0
5094,2025-10-23,1326,39.0,Nam,TP.HCM,Organic,Thời trang,161000,4,0.033,644000,622736,92183,254004,Thẻ tín dụng,Desktop,2.0,,0
5095,2025-10-23,1943,53.0,Nam,Hà Nội,Organic,Sách,96000,3,0.093,288000,261286,65207,65665,Ví điện tử,Mobile,2.0,3.0,0
5096,2025-10-23,2046,27.0,Nữ,TP.HCM,Organic,Thời trang,224000,4,0.09,896000,815445,131410,289805,COD,Mobile,2.0,4.0,0
5097,2025-10-23,2569,18.0,Nam,Đà Nẵng,Referral,Thời trang,316000,4,0.039,1264000,1214247,196379,428731,Thẻ tín dụng,Mobile,0.0,4.0,0
5098,2025-10-23,2159,33.0,Nam,Đà Nẵng,Facebook Ads,Mỹ phẩm,187000,4,0.119,748000,658966,82873,327474,COD,Mobile,3.0,4.0,0
5099,2025-10-23,2412,23.0,Nam,TP.HCM,Google Ads,Mỹ phẩm,184000,5,0.165,920000,768389,88392,326429,COD,Desktop,1.0,5.0,0
5100,2025-10-23,1093,30.0,Nữ,Cần Thơ,Google Ads,Thời trang,121000,5,0.048,605000,575864,66120,245264,Ví điện tử,Mobile,0.0,5.0,1
5101,2025-10-23,2143,19.0,Nữ,TP.HCM,Google Ads,Mỹ phẩm,190000,3,0.059,570000,536191,88228,271507,Ví điện tử,Desktop,3.0,4.0,0
5102,2025-10-24,1156,18.0,Nữ,Đà Nẵng,Organic,Gia dụng,165000,4,0.26,660000,488312,90848,124920,Thẻ tín dụng,Desktop,4.0,4.0,0
5103,2025-10-24,3040,36.0,Nữ,Hà Nội,Google Ads,Thực phẩm,108000,4,0.011,432000,427231,77972,115343,Thẻ tín dụng,Tablet,2.0,4.0,0
5104,2025-10-24,176,29.0,Nữ,Hà Nội,Facebook Ads,Gia dụng,259000,3,0.113,777000,689314,151232,235618,COD,Mobile,3.0,5.0,0
5105,2025-10-24,2615,31.0,Nam,Đà Nẵng,Organic,Gia dụng,201000,3,0.055,603000,569934,117679,216897,Chuyển khoản,Mobile,1.0,4.0,0
5106,2025-10-24,2503,26.0,Nữ,TP.HCM,Referral,Mỹ phẩm,423000,1,0.202,423000,337737,195839,141898,COD,Desktop,9.0,3.0,0
5107,2025-10-25,561,36.0,Nam,Hà Nội,Facebook Ads,Sách,84000,8,0.145,672000,574861,56178,125437,Thẻ tín dụng,Mobile,3.0,3.0,0
5108,2025-10-25,3087,19.0,Nam,TP.HCM,Referral,Mỹ phẩm,158000,4,0.082,632000,580116,72181,291392,Thẻ tín dụng,Desktop,5.0,4.0,0
5109,2025-10-25,2530,18.0,Nam,TP.HCM,Email,Mỹ phẩm,155000,5,0.08,775000,713314,70419,361219,Thẻ tín dụng,Mobile,2.0,4.0,0
5110,2025-10-25,1557,28.0,Nam,Hà Nội,Organic,Điện tử,249000,2,0.083,498000,456503,178833,98837,Ví điện tử,Mobile,6.0,2.0,0
5111,2025-10-25,10,39.0,Nam,Cần Thơ,Google Ads,Thời trang,241000,3,0.09,723000,657849,129552,269193,COD,Desktop,1.0,3.0,0
5112,2025-10-25,1696,33.0,Nữ,Hà Nội,Facebook Ads,Thời trang,285000,4,0.135,1140000,985700,161300,340500,Ví điện tử,Mobile,3.0,4.0,0
5113,2025-10-25,1704,37.0,Nữ,Hà Nội,Referral,Sách,85000,2,0.177,170000,139955,50072,39811,Thẻ tín dụng,Desktop,1.0,5.0,0
5114,2025-10-25,1976,35.0,Nam,Đà Nẵng,Organic,Thời trang,161000,4,0.108,644000,574500,92367,205032,COD,Desktop,2.0,4.0,0
5115,2025-10-25,1284,22.0,Nữ,Hà Nội,Google Ads,Mỹ phẩm,348000,4,0.184,1392000,1135218,166175,470518,Chuyển khoản,Mobile,1.0,4.0,0
5116,2025-10-25,1227,40.0,Nữ,Hải Phòng,Organic,Thời trang,170000,5,0.109,850000,757111,95279,280716,Ví điện tử,Desktop,4.0,4.0,0
5117,2025-10-25,2199,23.0,Nữ,Hà Nội,Referral,Mỹ phẩm,134000,2,0.107,268000,239297,64209,110879,Thẻ tín dụng,Mobile,5.0,4.0,0
5118,2025-10-25,3123,29.0,Nữ,Hà Nội,Facebook Ads,Mỹ phẩm,259000,4,0.041,1036000,993335,121609,506899,Ví điện tử,Desktop,3.0,5.0,0
5119,2025-10-25,910,27.0,Nam,TP.HCM,Facebook Ads,Thời trang,164000,2,0.103,328000,294115,88400,117315,COD,Mobile,1.0,4.0,0
5120,2025-10-25,2408,28.0,Nam,TP.HCM,Referral,Gia dụng,272000,2,0.099,544000,490192,155670,178852,Ví điện tử,Desktop,2.0,4.0,0
5121,2025-10-25,2344,29.0,Nam,TP.HCM,Facebook Ads,Thực phẩm,129000,6,0.073,774000,717454,93366,157258,Thẻ tín dụng,Mobile,4.0,3.0,0
5122,2025-10-26,2846,31.0,Nữ,Hà Nội,Google Ads,Thời trang,190000,3,0.087,570000,520310,114306,177392,Thẻ tín dụng,Mobile,1.0,5.0,0
5123,2025-10-26,3172,44.0,Nữ,Hà Nội,Organic,Sách,88000,5,0.036,440000,424266,60464,121946,Ví điện tử,Desktop,3.0,3.0,1
5124,2025-10-26,146,18.0,Nữ,Hà Nội,Organic,Thực phẩm,109000,4,0.059,436000,410267,75260,109227,Ví điện tử,Mobile,3.0,4.0,0
5125,2025-10-26,880,22.0,Nam,Hà Nội,Referral,Mỹ phẩm,201000,2,0.136,402000,347484,94196,159092,COD,Mobile,2.0,5.0,0
5126,2025-10-26,276,40.0,Nữ,Hải Phòng,Organic,Điện tử,252000,2,0.077,504000,465167,189305,86557,Thẻ tín dụng,Desktop,,4.0,0
5127,2025-10-26,1469,25.0,Nam,Hà Nội,Google Ads,Thời trang,141000,5,0.128,705000,614576,81679,206181,Thẻ tín dụng,Mobile,0.0,4.0,0
5128,2025-10-26,237,25.0,Nữ,Hà Nội,Google Ads,Điện tử,427000,3,0.116,1281000,1131916,282007,285895,Ví điện tử,Desktop,1.0,4.0,0
5129,2025-10-26,2258,42.0,Nữ,Hà Nội,Organic,Sách,98000,1,0.065,98000,91613,66223,25390,Ví điện tử,Mobile,6.0,3.0,1
5130,2025-10-26,1876,25.0,Nam,TP.HCM,Facebook Ads,Sách,103000,4,0.02,412000,403640,65707,140812,Ví điện tử,Mobile,0.0,4.0,0
5131,2025-10-26,1856,35.0,Nữ,TP.HCM,Referral,Mỹ phẩm,167000,4,0.101,668000,600230,80165,279570,Chuyển khoản,Tablet,2.0,5.0,0
5132,2025-10-26,1400,,Nam,TP.HCM,Google Ads,Mỹ phẩm,219000,1,0.201,219000,174932,101040,73892,COD,Desktop,3.0,4.0,0
5133,2025-10-26,696,23.0,Nam,Hà Nội,Google Ads,Thực phẩm,110000,2,0.18,220000,180375,77572,25231,COD,Mobile,6.0,3.0,0
5134,2025-10-26,963,38.0,Nữ,TP.HCM,Facebook Ads,Mỹ phẩm,255000,3,0.056,765000,721867,109545,393232,COD,Mobile,,5.0,0
5135,2025-10-26,850,32.0,Nam,Hà Nội,Referral,Mỹ phẩm,292000,6,0.081,1752000,1610396,124199,865202,Ví điện tử,Mobile,2.0,4.0,1
5136,2025-10-26,1338,43.0,Nữ,Hà Nội,Facebook Ads,Mỹ phẩm,156000,2,0.122,312000,273884,71473,130938,Thẻ tín dụng,Mobile,3.0,4.0,0
5137,2025-10-26,554,28.0,Nam,Cần Thơ,Google Ads,Thời trang,97000,6,0.183,582000,475564,55028,145396,COD,Desktop,5.0,4.0,0
5138,2025-10-26,128,30.0,Nữ,TP.HCM,Google Ads,Điện tử,343000,2,0.058,686000,646229,235772,174685,Ví điện tử,Mobile,3.0,4.0,0
5139,2025-10-26,2876,33.0,Nữ,Đà Nẵng,Facebook Ads,Thời trang,128000,1,0.09,128000,116431,71828,44603,COD,Desktop,4.0,4.0,0
5140,2025-10-27,424,19.0,Nữ,Đà Nẵng,Referral,Thời trang,104000,4,0.093,416000,377505,56465,151645,COD,Mobile,2.0,4.0,0
5141,2025-10-27,1523,42.0,Nam,TP.HCM,Referral,Điện tử,272000,1,0.035,272000,262578,196231,66347,Ví điện tử,Mobile,1.0,5.0,0
5142,2025-10-27,3176,38.0,Nữ,TP.HCM,Organic,Điện tử,210000,6,0.172,1260000,1042762,154328,116794,Ví điện tử,Mobile,1.0,5.0,0
5143,2025-10-27,1924,37.0,Nữ,TP.HCM,Facebook Ads,Gia dụng,178000,1,0.066,178000,166277,103897,62380,Ví điện tử,Tablet,2.0,5.0,0
5144,2025-10-27,863,38.0,Nam,Hà Nội,Facebook Ads,Thời trang,135000,5,0.243,675000,510645,74152,139885,Chuyển khoản,Desktop,1.0,5.0,0
5145,2025-10-27,2467,29.0,Nữ,Đà Nẵng,Facebook Ads,Mỹ phẩm,192000,4,0.085,768000,702353,83863,366901,COD,Desktop,7.0,4.0,0
5146,2025-10-28,2070,34.0,Nam,TP.HCM,Referral,Thời trang,67000,3,0.002,201000,200589,37342,88563,Thẻ tín dụng,Desktop,0.0,4.0,0
5147,2025-10-28,19,36.0,Nữ,Cần Thơ,Facebook Ads,Mỹ phẩm,157000,8,0.058,1256000,1183618,74164,590306,Thẻ tín dụng,Mobile,3.0,5.0,0
5148,2025-10-28,2922,53.0,Nữ,TP.HCM,Google Ads,Gia dụng,136000,4,0.06,544000,511442,78497,197454,COD,Mobile,5.0,3.0,0
5149,2025-10-28,1739,23.0,Nam,Hà Nội,Facebook Ads,Thời trang,115000,6,0.137,690000,595527,60208,234279,Chuyển khoản,Mobile,1.0,5.0,0
5150,2025-10-28,3122,18.0,Nam,TP.HCM,Organic,Mỹ phẩm,251000,5,0.191,1255000,1015638,115666,437308,Chuyển khoản,Mobile,5.0,3.0,0
5151,2025-10-28,1805,25.0,Nam,TP.HCM,Referral,Điện tử,442000,4,0.084,1768000,1619052,334543,280880,Chuyển khoản,Mobile,0.0,4.0,0
5152,2025-10-28,580,39.0,Nam,TP.HCM,Referral,Điện tử,421000,2,0.049,842000,800778,310479,179820,Ví điện tử,Desktop,2.0,4.0,1
5153,2025-10-28,375,36.0,Nam,TP.HCM,Google Ads,Điện tử,459000,1,0.049,459000,436405,350694,85711,Chuyển khoản,Mobile,2.0,5.0,0
5154,2025-10-28,866,28.0,Nam,Đà Nẵng,Facebook Ads,Thời trang,67000,4,0.066,268000,250341,35656,107717,Ví điện tử,Desktop,5.0,5.0,0
5155,2025-10-28,2680,28.0,Nữ,Hà Nội,Facebook Ads,Điện tử,220000,7,0.055,1540000,1455701,165348,298265,COD,Mobile,1.0,4.0,0
5156,2025-10-29,339,41.0,Nữ,Hà Nội,Facebook Ads,Sách,78000,2,0.039,156000,149918,48493,52932,Chuyển khoản,Desktop,6.0,5.0,1
5157,2025-10-29,666,28.0,Nam,TP.HCM,Email,Thời trang,139000,4,0.012,556000,549439,73523,255347,Ví điện tử,Desktop,0.0,4.0,0
5158,2025-10-29,2548,30.0,Nam,TP.HCM,Organic,Điện tử,426000,4,0.032,1704000,1649701,335705,306881,COD,Mobile,7.0,3.0,1
5159,2025-10-29,2671,42.0,Nam,Hà Nội,Google Ads,Thời trang,129000,3,0.101,387000,347848,80894,105166,Thẻ tín dụng,Mobile,8.0,4.0,0
5160,2025-10-29,2456,,Nữ,TP.HCM,Facebook Ads,Mỹ phẩm,179000,5,0.136,895000,772978,77567,385143,Thẻ tín dụng,Mobile,2.0,5.0,0
5161,2025-10-29,123,37.0,Nữ,TP.HCM,Google Ads,Điện tử,399000,5,0.045,1995000,1905830,294995,430855,Ví điện tử,Mobile,2.0,4.0,0
5162,2025-10-29,13,29.0,Nam,Hà Nội,Facebook Ads,Thời trang,123000,2,0.029,246000,238942,65519,107904,Chuyển khoản,Mobile,3.0,3.0,0
5163,2025-10-29,415,29.0,Nữ,TP.HCM,Google Ads,Điện tử,240000,3,0.093,720000,653249,165062,158063,COD,Mobile,6.0,3.0,0
5164,2025-10-29,1575,47.0,Nam,Hà Nội,Facebook Ads,Thời trang,134000,6,0.147,804000,685917,72071,253491,Ví điện tử,Mobile,5.0,4.0,0
